719	255	150	170	963290.000000	12854.603516	508816.906250	0 //바이런마을 <길드하우스
719	255	150	170	952686.937500	12854.049805	508615.687500	0 //바이런마을 <길드하우스
719	255	150	170	952682.562500	12855.068359	515978.750000	0 //바이런마을 <길드하우스
719	255	150	170	953148.000000	12853.875977	523456.031250	0 //바이런마을 <길드하우스
719	255	150	170	953142.375000	12854.571289	530818.312500	0 //바이런마을 <길드하우스
719	150	140	255	1582846.375000	12855.791016	445601.062500	0 //바이런마을 <길드하우스
719	150	140	255	1582836.375000	12857.844727	452964.718750	0 //바이런마을 <길드하우스
719	150	140	255	1583305.125000	12858.944336	460439.625000	0 //바이런마을 <길드하우스
719	150	140	255	1583295.375000	12859.623047	467804.812500	0 //바이런마을 <길드하우스
719	150	140	255	1593891.375000	12860.373047	468001.718750	0 //바이런마을 <길드하우스
719	150	140	255	1593905.750000	12859.648438	460644.343750	0 //바이런마을 <길드하우스
719	150	140	255	1593436.250000	12859.673828	453162.750000	0 //바이런마을 <길드하우스
719	150	140	255	1593441.250000	12857.670898	445799.218750	0 //바이런마을 <길드하우스
719	150	140	255	1603146.750000	12858.763672	445782.750000	0 //바이런마을 <길드하우스
719	150	140	255	1603143.500000	12860.263672	453147.312500	0 //바이런마을 <길드하우스
719	150	140	255	1603611.000000	12860.988281	460620.312500	0 //바이런마을 <길드하우스
719	150	140	255	1603601.000000	12862.175781	467989.531250	0 //바이런마을 <길드하우스
719	120	255	110	1582839.250000	12856.582031	508618.437500	0 //바이런마을 <길드하우스
719	120	255	110	1582827.375000	12857.000977	515987.468750	0 //바이런마을 <길드하우스
719	120	255	110	1583303.625000	12860.634766	523460.718750	0 //바이런마을 <길드하우스
719	120	255	110	1583293.000000	12860.696289	530815.937500	0 //바이런마을 <길드하우스
719	120	255	110	1593894.000000	12861.744141	531020.937500	0 //바이런마을 <길드하우스
719	120	255	110	1593897.250000	12861.890625	523657.531250	0 //바이런마을 <길드하우스
719	120	255	110	1593435.250000	12859.052734	516176.718750	0 //바이런마을 <길드하우스
719	120	255	110	1593437.250000	12859.328125	508817.843750	0 //바이런마을 <길드하우스
719	120	255	110	1603139.625000	12860.721680	508802.625000	0 //바이런마을 <길드하우스
719	120	255	110	1603131.500000	12860.189453	516163.375000	0 //바이런마을 <길드하우스
719	120	255	110	1603605.250000	12861.922852	523637.437500	0 //바이런마을 <길드하우스
719	120	255	110	1603600.375000	12861.317383	530999.562500	0 //바이런마을 <길드하우스
718	255	150	180	948116.937500	12927.652344	443289.125000	0 //바이런마을 <홀
718	255	150	180	956634.625000	12926.890625	443308.187500	0 //바이런마을 <홀
718	255	150	180	964868.375000	12926.518555	443457.906250	0 //바이런마을 <홀
718	255	150	180	973332.500000	12926.583984	443480.656250	0 //바이런마을 <홀
718	255	150	180	948148.187500	12927.048828	454358.437500	0 //바이런마을 <홀
718	255	150	180	956663.000000	12926.992188	454394.062500	0 //바이런마을 <홀
718	255	150	180	964907.937500	12927.081055	454555.593750	0 //바이런마을 <홀
718	255	150	180	973373.750000	12926.923828	454555.468750	0 //바이런마을 <홀
718	255	150	180	973304.375000	12926.947266	465695.437500	0 //바이런마을 <홀
718	255	150	180	964845.562500	12927.233398	465703.125000	0 //바이런마을 <홀
718	255	150	180	956608.062500	12926.634766	465521.281250	0 //바이런마을 <홀
718	255	150	180	948086.937500	12926.746094	465482.875000	0 //바이런마을 <홀
718	145	140	255	1578277.375000	12927.466797	317277.437500	0 //바이런마을 <홀
718	145	140	255	1586783.250000	12926.595703	317291.312500	0 //바이런마을 <홀
718	145	140	255	1595029.625000	12926.688477	317464.281250	0 //바이런마을 <홀
718	145	140	255	1603489.125000	12926.547852	317450.593750	0 //바이런마을 <홀
718	145	140	255	1603525.000000	12927.130859	328538.562500	0 //바이런마을 <홀
718	145	140	255	1595052.000000	12926.496094	328554.937500	0 //바이런마을 <홀
718	145	140	255	1586826.750000	12927.172852	328368.750000	0 //바이런마을 <홀
718	145	140	255	1578308.250000	12926.944336	328321.593750	0 //바이런마을 <홀
718	145	140	255	1578247.625000	12927.344727	339463.781250	0 //바이런마을 <홀
718	145	140	255	1586754.750000	12926.548828	339488.937500	0 //바이런마을 <홀
718	145	140	255	1594996.375000	12926.248047	339665.343750	0 //바이런마을 <홀
718	145	140	255	1603465.375000	12926.649414	339671.687500	0 //바이런마을 <홀
718	115	255	110	1578269.000000	12926.901367	380252.656250	0 //바이런마을 <홀
718	115	255	110	1586781.000000	12926.558594	380306.218750	0 //바이런마을 <홀
718	115	255	110	1595029.000000	12926.449219	380469.687500	0 //바이런마을 <홀
718	115	255	110	1603478.625000	12926.191406	380471.750000	0 //바이런마을 <홀
718	115	255	110	1603525.000000	12927.263672	391548.906250	0 //바이런마을 <홀
718	115	255	110	1595056.000000	12926.316406	391550.250000	0 //바이런마을 <홀
718	115	255	110	1586817.750000	12925.980469	391371.781250	0 //바이런마을 <홀
718	115	255	110	1578300.500000	12926.173828	391336.656250	0 //바이런마을 <홀
718	115	255	110	1578238.375000	12925.672852	402477.687500	0 //바이런마을 <홀
718	115	255	110	1586755.250000	12925.701172	402513.281250	0 //바이런마을 <홀
718	115	255	110	1595003.375000	12926.593750	402684.843750	0 //바이런마을 <홀
718	115	255	110	1603465.125000	12926.429688	402677.750000	0 //바이런마을 <홀
718	255	150	175	960559.750000	13030.437500	572023.375000	0 //바이런마을 <홀
718	255	150	175	960889.875000	13032.169922	584156.375000	0 //바이런마을 <홀
718	255	150	175	960999.250000	13032.664063	595285.312500	0 //바이런마을 <홀
718	155	140	255	1590690.875000	13031.373047	572021.437500	0 //바이런마을 <홀
718	155	140	255	1591041.000000	13033.583008	584154.062500	0 //바이런마을 <홀
718	155	140	255	1591125.125000	13034.083984	595296.312500	0 //바이런마을 <홀
718	125	255	110	1590702.750000	13029.482422	635036.437500	0 //바이런마을 <홀
718	125	255	110	1591046.125000	13033.625000	647179.062500	0 //바이런마을 <홀
718	125	255	110	1591155.375000	13037.991211	658314.062500	0 //바이런마을 <홀
726	110	240	220	1592060.750000	13114.402344	140804.421875	0 //바이런마을 <컴뱃존
726	115	240	220	1592091.000000	13097.212891	203844.046875	0 //바이런마을 <컴뱃존
726	120	240	220	1592082.750000	13115.644531	266833.406250	0 //바이런마을 <컴뱃존
726	130	240	220	1211210.500000	20847.964844	141788.078125	0 //바이런마을 <컴뱃존
726	130	240	220	1214894.750000	20848.300781	141786.468750	0 //바이런마을 <컴뱃존
726	150	240	220	1211483.250000	26086.601563	269337.781250	0 //바이런마을 <컴뱃존
726	150	240	220	1213685.000000	26100.013672	269364.125000	0 //바이런마을 <컴뱃존
726	160	240	220	1213030.125000	21663.099609	330865.000000	0 //바이런마을 <컴뱃존
726	170	240	220	1213041.250000	20811.718750	456242.468750	0 //바이런마을 <컴뱃존
726	180	240	220	1212659.750000	26103.914063	521453.250000	0 //바이런마을 <컴뱃존
726	190	240	220	1213031.625000	21662.162109	582876.562500	0 //바이런마을 <컴뱃존
726	125	240	220	1214110.000000	13120.441406	77788.218750	0 //바이런마을 <컴뱃존
766	255	255	75	1098245.375000	20267.869141	506842.281250	0 //바이런 레이어
622	100	100	100	972268.875000	16957.685547	948464.000000	0 //바이런 파이론
135	255	10	10	356255.468750	15997.035156	295496.093750	1 //애쉬번마을 <촌장>/n브랜든
680	255	10	10	356386.937500	15996.013672	295764.000000	0 //바이런마을 <PC방>/n도우미
158	255	10	10	358958.593750	15661.396484	299184.750000	1 //애쉬번마을 <가죽장인>/n클레멘트
167	255	10	10	362809.906250	15431.621094	300838.156250	1 //애쉬번마을 <창고지기>/n포포
162	255	10	10	367788.281250	15400.582031	293358.406250	1 //애쉬번마을 <보석
161	255	10	10	360284.031250	15462.506836	303875.687500	1 //애쉬번마을 <골동품상>/n워렐
572	255	10	10	360683.312500	15466.762695	303547.218750	0 //애쉬번마을 <공성예언자>/n몰린
714	255	10	10	357481.437500	15606.654297	290478.500000	1 //애쉬번마을 <드라코경주>/n애쉬번관리인
247	255	10	10	356142.343750	15820.565430	294645.031250	0 //애쉬번마을 <애쉬번>/n게시판
252	255	10	10	356287.218750	15755.153320	294017.406250	1 //애쉬번마을 <이벤트>/n안내원
609	255	10	10	357667.531250	15760.101563	296686.093750	1 //애쉬번마을 <순간이동조종사>/n메리
134	90	230	240	1588854.250000	13293.650391	15187.523438	0 //애쉬번마을 <잡화상인>/n셀린
160	100	240	220	1589739.375000	13120.387695	79025.484375	0 //애쉬번마을 <대장장이>/n러스
157	100	240	220	1590287.500000	13119.287109	78248.531250	0 //애쉬번마을 <무구상인>/n배리
725	255	10	10	362709.625000	15657.925781	297375.468750	1 //애쉬번마을 <애쉬번>/n크루컴뱃관리인
722	255	10	10	357506.718750	15712.476563	295033.250000	1 //바이런마을 <애쉬번>/n종합
166	255	10	10	365596.593750	15655.018555	291949.437500	1 //애쉬번마을 베드넷
165	255	10	10	363708.187500	15665.083984	290836.968750	1 //애쉬번마을 하트
164	255	10	10	368735.343750	15242.246094	294767.312500	0 //애쉬번마을 슈만
265	255	10	10	367320.812500	15300.137695	300789.968750	1 //애쉬번마을 케빈
245	255	10	10	360983.656250	15541.688477	300320.000000	1 //애쉬번마을 토미
266	255	10	10	362525.156250	15667.879883	298628.468750	1 //애쉬번마을 세실
168	255	10	10	360261.812500	15414.000000	303280.875000	0 //애쉬번마을 에바
264	255	10	10	359594.093750	15496.847656	293505.250000	1 //애쉬번마을 크레아
309	255	10	10	363943.093750	15666.875000	295721.375000	0 //애쉬번마을 보라스
263	255	10	10	356925.656250	15850.980469	295989.250000	0 //애쉬번마을 마쉬
311	255	10	10	356916.531250	15860.685547	296188.031250	1 //애쉬번마을 올렌버그
308	255	10	10	357091.812500	15832.307617	296093.500000	0 //애쉬번마을 피셔
163	255	10	10	355021.187500	15694.924805	292737.250000	0 //애쉬번마을 리나
262	255	10	10	355191.750000	15672.350586	291273.656250	0 //애쉬번마을 루터
261	255	10	10	356064.281250	15665.162109	289751.750000	1 //애쉬번마을 알프레드
668	255	10	10	363980.218750	15658.112305	294631.250000	1 //애쉬번마을 칼리
270	255	10	10	357840.687500	15689.631836	287146.406250	0 //애쉬번가드 <경비병>/n버드
273	255	10	10	356779.750000	15664.297852	287420.843750	0 //애쉬번가드 <경비병>/n키르
267	255	10	10	371404.500000	15257.630859	296942.687500	0 //애쉬번가드 <경비병>/n짐머맨
155	255	10	10	371450.406250	15247.417969	295773.625000	1 //애쉬번가드 <경비병>/n브라운
554	255	20	20	368437.687500	13562.166016	305368.156250	0 //애쉬번가드 <경비병>/n페티오
560	255	20	20	369506.500000	13580.308594	306187.093750	0 //애쉬번가드 <경비병>/n우타루
277	255	0	0	376602.656250	15272.183594	302096.843750	0 //애쉬번가드 <경비병>/n녹스
279	255	10	10	364356.312500	15639.595703	287285.531250	0 //애쉬번가드 <경비병>/n아르투
268	255	0	0	374584.812500	15332.097656	293479.468750	0 //애쉬번가드 <경비병>/n던컨
269	255	0	0	374300.312500	15319.604492	293166.656250	0 //애쉬번가드 <경비병>/n로버슨
276	255	0	0	343200.218750	15599.980469	284897.687500	0 //애쉬번가드 <경비병>/n클라크
275	255	0	0	342812.281250	15589.184570	284160.937500	0 //애쉬번가드 <경비병>/n모튼
274	255	0	0	354795.312500	16396.384766	273218.687500	0 //애쉬번가드 <경비병>/n크저브
282	255	0	0	354176.125000	16398.937500	273135.656250	0 //애쉬번가드 <경비병>/n세바
280	255	0	0	352819.687500	15648.807617	282642.625000	0 //애쉬번가드 <경비병>/n레오
272	255	0	0	361943.437500	15664.668945	282077.375000	0 //애쉬번가드 <경비병>/n존
271	255	0	0	362411.562500	15646.017578	282879.375000	0 //애쉬번가드 <경비병>/n필립스
242	255	80	80	403744.093750	15850.000000	254052.593750	1 //애쉬번마을 떠돌이상인
601	255	80	80	399520.531250	15690.792969	251385.437500	1 //애쉬번마을 불토스
241	255	70	70	368408.625000	18779.816406	262695.437500	1 //애쉬번마을 그램린가죽장인
240	255	130	130	280011.937500	15143.977539	235379.062500	1 //애쉬번마을 오크대장장이
732	255	80	80	399922.250000	15710.312500	251361.187500	1 //바이런마을 헬리스
814	255	150	160	449157.843750	18643.574219	272147.687500	1 //애쉬번마을 <봉인술사>/n반데르
289	255	40	40	396799.437500	15506.011719	324923.593750	0 //애쉬번가드 <문지기>/n게일
255	255	40	40	395804.656250	15499.248047	325647.312500	0 //애쉬번가드 <문지기>/n토드
419	255	40	40	397110.250000	16555.767578	324990.812500	0 //애쉬번가드 활경비1
419	255	40	40	395542.281250	16555.716797	324933.937500	0 //애쉬번가드 활경비1
296	10	10	255	198889.187500	12496.815430	224093.562500	1 //블랙랜드 <잡화상인>/n에밀리
333	10	10	255	201103.437500	12622.591797	221240.250000	1 //블랙랜드 <보석
292	10	10	255	203065.328125	12497.716797	220828.093750	1 //블랙랜드 <무구상인>/n카트먼
600	10	10	255	217261.859375	11919.883789	227661.468750	1 //블랙랜드 <대장장이>/n랜들맨
715	10	10	255	215496.375000	11929.981445	226813.531250	1 //블랙랜드 <드라코경주>/n블랙랜드관리인
576	10	10	255	199096.625000	11687.909180	232909.171875	1 //블랙랜드 <골동품상>/n빅풋
573	10	10	255	198975.875000	11687.334961	232741.859375	0 //블랙랜드 <공성예언자>/n사비나
287	10	10	255	205267.828125	11687.053711	238655.812500	1 //블랙랜드 <창고지기>/n토마
294	10	10	255	205601.078125	11685.512695	229972.765625	1 //블랙랜드 <치안대장>/n길모어
286	10	10	255	201355.531250	12497.138672	223227.656250	0 //블랙랜드 <블랙랜드>/n게시판
680	10	10	255	200574.750000	12512.830078	224636.265625	0 //바이런마을 <PC방>/n도우미
366	10	10	255	211238.296875	11831.102539	229418.468750	1 //블랙랜드 <잡화상인>/n코넬리아
368	10	10	255	213880.265625	11688.092773	233728.921875	1 //블랙랜드 <무구상인>/n카일
610	10	10	255	215660.375000	11551.730469	235767.156250	1 //블랙랜드 <순간이동조종사>/n게르트루드
610	10	10	255	200862.843750	12564.242188	222430.671875	1 //블랙랜드 <순간이동조종사>/n게르트루드
252	10	10	255	203030.828125	12515.253906	223088.421875	1 //애쉬번마을 <이벤트>/n안내원
721	10	10	255	201977.578125	12498.171875	224150.093750	1 //바이런마을 <블랙랜드>/n종합
724	10	10	255	202631.031250	12517.755859	227116.375000	1 //블랙랜드 <블랙랜드>/n크루컴뱃관리인
816	10	10	255	217484.968750	11911.256836	228365.140625	1 //이름없음 대장장이아내
915	10	10	255	203911.718750	11687.951172	232286.375000	1 //블랙랜드 <길드관리인>/n엠버
295	10	10	255	199815.906250	12622.270508	222069.765625	0 //블랙랜드 마리아
293	10	10	255	199994.015625	12622.419922	221967.687500	0 //블랙랜드 모드마
326	10	10	255	220905.921875	11944.363281	233584.640625	1 //블랙랜드 퀸튼
330	10	10	255	220837.375000	11937.511719	233399.640625	0 //블랙랜드 밀스
312	10	10	255	218307.578125	12171.625977	230678.687500	0 //블랙랜드 롭
297	10	10	255	207105.765625	11468.251953	232483.703125	0 //블랙랜드 세나
298	10	10	255	206120.828125	11463.939453	231577.125000	0 //블랙랜드 러츠
299	10	10	255	204380.156250	12518.330078	225969.890625	0 //블랙랜드 새미
669	10	10	255	204590.687500	12518.949219	225201.671875	1 //블랙랜드 네이스
300	10	10	255	200891.109375	12515.425781	224095.421875	0 //블랙랜드 에드
335	10	10	255	201174.578125	12498.363281	227009.250000	1 //블랙랜드 넬슨
334	10	10	255	201323.906250	12498.178711	226923.281250	1 //블랙랜드 뮬러
329	10	10	255	204574.250000	12441.558594	223817.640625	1 //블랙랜드 제레미
313	10	10	255	204636.906250	12441.426758	223704.937500	1 //블랙랜드 엘윈
327	10	10	255	208656.671875	12527.543945	226379.656250	0 //블랙랜드 레드키
328	10	10	255	208832.875000	12527.782227	226290.531250	0 //블랙랜드 레스포
291	10	10	255	206569.484375	12498.042969	228183.250000	0 //블랙랜드 존슨
331	10	10	255	211593.515625	11243.192383	237398.484375	0 //블랙랜드 모리아
288	10	10	255	211883.875000	11689.486328	234618.500000	1 //블랙랜드 엘렌
314	10	10	255	226440.500000	13476.412109	241052.390625	0 //블랙랜드 로딘
332	10	10	255	207037.640625	12514.913086	224986.296875	0 //블랙랜드 럭셔스
325	10	10	255	196711.921875	12499.298828	224080.515625	0 //블랙랜드가드 <경비병>/n포그
324	10	10	255	196513.593750	12511.987305	224908.093750	0 //블랙랜드가드 <경비병>/n리드
323	10	10	255	205109.906250	12499.049805	219726.156250	0 //블랙랜드가드 <경비병>/n랩코
322	10	10	255	204342.234375	12494.330078	219555.562500	0 //블랙랜드가드 <경비병>/n시어스
320	10	10	255	208156.796875	12490.494141	221019.031250	0 //블랙랜드가드 <경비병>/n쉘
570	10	10	255	219305.218750	11572.828125	236408.718750	1 //블랙랜드가드 <경비병>/n폰챠카
321	10	10	255	210409.625000	13041.626953	244754.203125	1 //블랙랜드가드 <경비병>/n셀비
316	10	10	255	193835.687500	12418.041992	226386.859375	0 //블랙랜드가드 <경비병>/n에이츠
315	0	0	255	185800.609375	11783.396484	221508.734375	0 //블랙랜드가드 <경비병>/n오웬스
318	10	10	255	202797.265625	12994.524414	214933.812500	0 //블랙랜드가드 <경비병>/n스판
242	120	120	255	215097.765625	17479.177734	160805.984375	1 //애쉬번마을 떠돌이상인
242	0	0	255	100748.828125	17008.609375	226737.718750	1 //애쉬번마을 떠돌이상인
575	30	30	255	176244.906250	17391.064453	183645.796875	0 //블랙랜드 샤라
602	90	90	255	199754.734375	11430.735352	307800.968750	1 //애쉬번마을 러프
733	0	0	255	110588.273438	18605.333984	237889.281250	1 //바이런마을 워드
432	20	20	255	138938.359375	21461.623047	268025.281250	0 //블랙랜드가드 <문지기>/n켈스
433	20	20	255	137931.593750	21471.736328	267389.343750	0 //블랙랜드가드 <문지기>/n빅스톤
419	20	20	255	139495.078125	22610.158203	268109.968750	0 //애쉬번가드 활경비1
419	20	20	255	138791.609375	22609.574219	266748.000000	0 //애쉬번가드 활경비1
301	70	70	255	263762.031250	20299.068359	222469.234375	0 //낙오자의마을 플로츠
306	70	70	255	264553.500000	20386.714844	221185.703125	1 //낙오자의마을 제임스
305	70	70	255	261635.640625	20384.324219	221387.234375	1 //낙오자의마을 호크
302	70	70	255	263985.812500	20282.507813	223444.187500	0 //낙오자의마을 토비
304	70	70	255	265286.375000	20446.041016	220177.625000	1 //낙오자의마을 <잡화상인>/n루시
283	70	70	255	265412.093750	20358.623047	222736.015625	1 //낙오자의마을 <무구상인>/n루벤
307	70	70	255	261855.859375	20179.199219	224588.531250	1 //낙오자의마을 <독상인>/n잭
303	70	70	255	261247.265625	19411.148438	218277.328125	1 //낙오자의마을 <창고지기>/n벤푸
734	100	100	255	260591.546875	18512.933594	233698.250000	1 //낙오자의마을 <경주장
767	100	100	255	260583.765625	18511.476563	233992.968750	1 //낙오자의마을 <창고지기>/n크림슨
769	100	100	255	261445.921875	18510.078125	233932.937500	1 //낙오자의마을 <폭죽상인>/n크랙커
627	10	255	10	428581.875000	21147.445313	142212.218750	1 //바이런마을 <무구상인>/n코덴
628	10	255	10	428577.500000	21152.703125	139676.656250	1 //바이런마을 <잡화상인>/n제니
682	10	255	10	434348.562500	20147.642578	141745.796875	1 //바이런마을 <보석수집가>/n스페로우
691	10	255	10	433925.812500	20148.556641	141013.937500	1 //바이런마을 <골동품상인>/n크루거
683	10	255	10	433972.562500	20150.052734	142393.906250	0 //바이런마을 <공성예언자>/n실비아
679	10	255	10	421593.750000	21755.759766	141190.531250	1 //바이런마을 <촌장>/n울버린
680	10	255	10	422314.281250	21758.894531	141960.968750	0 //바이런마을 <PC방>/n도우미
720	10	255	10	422297.218750	21757.785156	140517.703125	1 //바이런마을 <바이런>/n종합
685	10	255	10	422538.343750	21557.033203	140083.062500	0 //바이런마을 <바이런>/n게시판
252	10	255	10	424335.343750	21130.431641	142251.843750	1 //애쉬번마을 <이벤트>/n안내원
723	10	255	10	424316.500000	21131.433594	139041.578125	1 //바이런마을 <바이런>/n크루컴뱃관리인
629	10	255	10	415994.906250	20172.175781	146284.031250	1 //바이런마을 <창고지기>/n코로니
681	10	255	10	422949.656250	20566.230469	145135.140625	1 //바이런마을 <대장장이>/n트리거
684	10	255	10	420284.437500	21083.107422	148843.843750	1 //바이런마을 <순간이동조종사>/n민트
713	10	255	10	426126.781250	19631.000000	153446.703125	1 //바이런마을 <드라코경주>/n바이런관리인
686	10	255	10	426108.656250	21130.521484	141683.593750	0 //바이런마을 카멕
631	10	255	10	426340.125000	21131.472656	141675.843750	0 //바이런마을 컬레이
632	10	255	10	430537.843750	20665.191406	144833.515625	0 //바이런마을 맥스
634	10	255	10	427230.500000	20323.224609	147680.343750	0 //바이런마을 콴치
670	10	255	10	419342.937500	25026.062500	133270.812500	0 //바이런마을 엔지
671	10	255	10	433420.500000	20131.667969	137414.031250	0 //로덴마을 <경비병>/n톰
672	10	255	10	432797.968750	20146.765625	137401.328125	0 //로덴마을 <경비병>/n주다스
676	0	255	0	429909.656250	19613.871094	153238.359375	0 //로덴마을 <경비병>/n코코
675	0	255	0	430518.937500	19605.341797	153269.093750	0 //로덴마을 <경비병>/n잠보
677	10	255	10	409686.312500	19984.498047	147299.109375	1 //로덴마을 <경비병>/n진
678	10	255	10	409682.812500	20010.308594	148764.515625	0 //로덴마을 <경비병>/n루커
673	0	255	0	443544.125000	22488.984375	138076.312500	0 //로덴마을 <경비병>/n루니
674	0	255	0	443411.812500	22590.833984	139298.875000	0 //로덴마을 <경비병>/n지코
638	100	255	100	352076.906250	16638.728516	208105.265625	1 //바이런마을 <농장관리인>/n페이터
700	100	255	100	365121.562500	16621.121094	200901.500000	0 //바이런마을 야생드라코
700	100	255	100	364042.968750	16522.199219	201599.218750	0 //바이런마을 야생드라코
700	100	255	100	363762.750000	16425.791016	200415.687500	0 //바이런마을 야생드라코
700	100	255	100	364292.593750	16481.146484	200886.062500	0 //바이런마을 야생드라코
700	100	255	100	365467.000000	16243.719727	198495.718750	0 //바이런마을 야생드라코
700	100	255	100	364762.937500	16228.251953	197581.515625	0 //바이런마을 야생드라코
700	100	255	100	364307.656250	16301.526367	198589.031250	0 //바이런마을 야생드라코
700	100	255	100	364842.687500	16284.515625	198192.281250	0 //바이런마을 야생드라코
700	100	255	100	362780.156250	16346.158203	199192.921875	0 //바이런마을 야생드라코
700	100	255	100	362183.718750	16459.732422	198169.609375	0 //바이런마을 야생드라코
700	100	255	100	361509.468750	16505.968750	198855.796875	0 //바이런마을 야생드라코
700	100	255	100	362121.937500	16428.453125	198758.531250	0 //바이런마을 야생드라코
700	100	255	100	360495.750000	16662.988281	203009.609375	0 //바이런마을 야생드라코
700	100	255	100	359852.968750	16662.824219	204064.812500	0 //바이런마을 야생드라코
700	100	255	100	359285.375000	16662.996094	203107.671875	0 //바이런마을 야생드라코
700	100	255	100	359793.500000	16663.000000	203356.531250	0 //바이런마을 야생드라코
700	100	255	100	356908.656250	16662.412109	205557.125000	0 //바이런마을 야생드라코
700	100	255	100	355939.468750	16657.035156	204908.234375	0 //바이런마을 야생드라코
700	100	255	100	355787.937500	16652.800781	206079.109375	0 //바이런마을 야생드라코
700	100	255	100	356220.781250	16659.037109	205517.937500	0 //바이런마을 야생드라코
700	100	255	100	358610.718750	16648.039063	202023.171875	0 //바이런마을 야생드라코
700	100	255	100	357218.843750	16651.257813	201824.312500	0 //바이런마을 야생드라코
700	100	255	100	357353.718750	16657.542969	202818.171875	0 //바이런마을 야생드라코
700	100	255	100	357836.500000	16651.320313	202233.562500	0 //바이런마을 야생드라코
700	100	255	100	359181.750000	16631.039063	199376.500000	0 //바이런마을 야생드라코
700	100	255	100	358663.906250	16636.980469	198571.546875	0 //바이런마을 야생드라코
700	100	255	100	357940.187500	16640.011719	199086.968750	0 //바이런마을 야생드라코
700	100	255	100	355450.812500	16564.210938	199226.765625	0 //바이런마을 야생드라코
700	100	255	100	354552.312500	16252.006836	198153.187500	0 //바이런마을 야생드라코
700	100	255	100	353937.125000	16159.474609	199416.515625	0 //바이런마을 야생드라코
700	100	255	100	354522.843750	16314.552734	198987.890625	0 //바이런마을 야생드라코
700	100	255	100	353859.187500	16482.775391	201975.734375	0 //바이런마을 야생드라코
700	100	255	100	352128.281250	16093.419922	201556.312500	0 //바이런마을 야생드라코
700	100	255	100	352182.500000	16365.264648	203208.218750	0 //바이런마을 야생드라코
700	100	255	100	350523.750000	15238.829102	199641.187500	0 //바이런마을 야생드라코
700	100	255	100	349362.593750	15006.854492	200646.984375	0 //바이런마을 야생드라코
700	100	255	100	349034.781250	14835.285156	199132.968750	0 //바이런마을 야생드라코
